Usuario,Año,NumPreguntas,TotalRespuestas,TotalComentarios,MediaRespuestas,MaxRespuestas
user191116,2021,8,6,8,0.75,1
Andres moreno gomez,2021,1,0,3,0.0,0
Nicko _DL,2021,1,0,2,0.0,0
Marcos Martínez,2021,1,1,4,1.0,1
Rhaegar Code,2021,1,1,0,1.0,1
Xh2ox,2021,2,2,7,1.0,2
Donny Frías,2021,1,0,0,0.0,0
William Avella,2021,3,1,17,0.33,1
Ovidio Carlos Molina Chapa,2021,1,0,3,0.0,0
Hanlee,2021,1,0,0,0.0,0
Lara Gómez,2021,1,0,3,0.0,0
Marcos Antón,2021,1,1,6,1.0,1
Alvaro Gallo,2021,1,1,3,1.0,1
Lina Cortés,2021,1,0,0,0.0,0
Lucas Vega,2021,1,1,0,1.0,1
Sof,2021,1,0,2,0.0,0
Adrián Alvarez,2021,1,0,2,0.0,0
SuperQ16,2021,1,0,2,0.0,0
Nayeli Mendez,2021,1,2,2,2.0,2
Sergi,2021,1,0,3,0.0,0
Arturo Rodas,2021,1,1,4,1.0,1
ebsigma,2022,12,6,53,0.5,1
Jorge Luis González,2022,1,1,0,1.0,1
sammp,2022,1,0,2,0.0,0
Khuranes,2022,10,10,39,1.0,2
juluko,2022,1,1,1,1.0,1
Antonio Aponte,2022,1,1,5,1.0,1
Andrey,2022,1,1,5,1.0,1
Miguel Altamirano,2022,1,2,0,2.0,2
Javier Andrés Adarme Dávila,2022,1,3,0,3.0,3
bravazq,2022,1,1,0,1.0,1
David Rodriguez,2022,2,1,3,0.5,1
AdRrr,2022,1,1,0,1.0,1
Marcos Ocio Ferrández,2022,3,2,9,0.67,2
Alvaro H. Ruiz V.,2022,1,1,1,1.0,1
Ernescam,2022,4,2,4,0.5,1
Sergio Martinez,2022,1,0,9,0.0,0
Lussac,2022,1,1,3,1.0,1
Facundo Tissera,2022,1,0,2,0.0,0
JeremyK12,2022,1,1,1,1.0,1
Kyoshi Mee,2022,1,1,2,1.0,1
Ander,2022,1,3,0,3.0,3
radava,2022,1,2,3,2.0,2
Lupuz,2022,2,0,3,0.0,0
UseIP,2022,1,1,3,1.0,1
studioant22,2022,2,1,13,0.5,1
Marcos Ochoa Campos,2022,1,0,6,0.0,0
Flavio,2022,1,0,2,0.0,0
Joel Cueva,2022,3,2,10,0.67,1
EstephaniaGp,2022,3,3,25,1.0,1
Amalia,2022,2,0,8,0.0,0
Rolex,2022,1,0,3,0.0,0
Khalz,2022,1,1,0,1.0,1
Erzetah98,2022,1,1,0,1.0,1
ernesto,2022,1,1,3,1.0,1
Luisa Aldana,2022,1,1,0,1.0,1
ProgramadoraenApuros,2022,1,0,3,0.0,0
Dani Daniel,2022,4,5,15,1.25,2
Diego Fuentes Gonzalez,2022,1,0,6,0.0,0
MarisolTabla,2022,1,0,0,0.0,0
Pablo Fallas,2022,1,0,2,0.0,0
Cayr72,2022,1,1,1,1.0,1
crimson,2022,1,2,2,2.0,2
OmarPoch,2022,1,1,2,1.0,1
XNX,2022,1,1,0,1.0,1
Valentin Schleser,2022,1,1,1,1.0,1
Jorge Salcedo,2023,1,1,2,1.0,1
Naifuru,2023,1,1,0,1.0,1
Juan,2023,21,15,36,0.71,4
Ángel Roronoa,2023,2,3,2,1.5,2
pablo984,2023,1,1,0,1.0,1
Lucas Reydó,2023,1,0,1,0.0,0
Adrian Noli,2023,2,2,4,1.0,1
C.Mirkin,2023,1,1,1,1.0,1
lunetixo,2023,1,0,1,0.0,0
Lucas Nunes,2023,1,0,1,0.0,0
Chris Walker,2023,1,1,1,1.0,1
Keyron,2023,2,1,4,0.5,1
Yohanna,2023,3,0,4,0.0,0
Paloma Garin,2023,1,0,0,0.0,0
Toad,2023,2,0,2,0.0,0
Unknown,2023,1,1,3,1.0,1
Rafael Alvarado Nuñez,2023,1,0,1,0.0,0
ivanr,2023,1,0,0,0.0,0
Julio Sevilla,2023,1,1,1,1.0,1
El Yetaaa,2023,1,0,3,0.0,0
That_mf_Brains,2023,1,2,0,2.0,2
guillermo javier lozano,2023,1,0,0,0.0,0
Giovanni,2023,3,3,5,1.0,1
Maria Romero,2023,1,0,0,0.0,0
JV93,2023,2,1,5,0.5,1
mateo bedoya reyes,2023,1,2,1,2.0,2
Adrian Miranda,2023,3,2,0,0.67,1
gonzalo,2023,4,1,16,0.25,1
Jhonny Luis,2023,2,1,2,0.5,1
Iventura,2017,1,1,0,1.0,1
L.CHIKITO,2018,1,1,2,1.0,1
fernando rojas,2018,1,1,0,1.0,1
Juan Pablo Solana,2019,4,5,13,1.25,2
Eduardo Cr,2020,1,1,4,1.0,1
Jesus Covo,2020,1,0,7,0.0,0
Daniel Adrian Garay Garcia,2020,2,1,5,0.5,1
Chipa guasu,2020,2,1,5,0.5,1
Giovanni,2021,6,4,7,0.67,1
joseapuvhle,2021,6,7,3,1.17,2
Naibu,2021,1,1,2,1.0,1
Ricardo Diaz,2021,1,2,3,2.0,2
Joako Flores,2021,1,1,6,1.0,1
Fabian AlienCare,2021,1,0,3,0.0,0
KATalyzt,2021,1,1,3,1.0,1
Carlos VallDeSego,2022,12,4,49,0.33,1
Dalamar,2022,1,1,0,1.0,1
SrCristian,2022,1,2,2,2.0,2
Warren Gonzalez,2022,2,0,4,0.0,0
briangg,2022,2,1,9,0.5,1
ArnaldoData,2022,5,2,20,0.4,1
Fernando Sanchez,2022,1,1,3,1.0,1
Patrick Riveros Fernandez,2022,1,1,0,1.0,1
CHRISTIAN MORALES,2022,2,1,4,0.5,1
Ivan Rojas,2022,1,0,5,0.0,0
Lucas Retamozo,2022,1,1,1,1.0,1
xdasdawsda,2022,2,3,3,1.5,3
Jas,2022,1,1,3,1.0,1
Piliopan,2022,1,1,3,1.0,1
Nora,2023,1,2,0,2.0,2
garsog,2023,4,2,3,0.5,1
Cristhian Coria,2023,6,5,21,0.83,2
m_noui,2023,1,0,2,0.0,0
René SV,2023,1,0,1,0.0,0
fdr,2023,2,2,3,1.0,1
Abel Tapíz,2023,1,1,6,1.0,1
AVATAR9015,2023,1,0,2,0.0,0
Kevin Guzman,2023,1,0,0,0.0,0
SrKevsh,2023,2,0,2,0.0,0
Martin Caparros,2023,1,2,0,2.0,2
Andaira,2023,1,1,0,1.0,1
RobertoK,2023,1,0,1,0.0,0
ADRIAN LANDERO,2016,3,6,1,2.0,2
Karen Liliana Robledo,2016,2,5,18,2.5,3
Wierdoz,2016,1,3,5,3.0,3
Arnau Castellví,2016,5,7,6,1.4,2
Eduardo Fuentes,2016,1,4,0,4.0,4
user7393,2016,3,5,2,1.67,2
Sneyder Angulo,2016,5,6,0,1.2,2
AraceLi Torres,2016,8,12,26,1.5,3
Blas Pico,2016,1,1,3,1.0,1
thartaras,2016,1,1,2,1.0,1
Caeru,2016,1,2,0,2.0,2
Mateo F,2016,3,4,1,1.33,2
ingFR,2016,4,7,5,1.75,3
Mishel,2016,1,3,10,3.0,3
seldon851,2016,1,1,2,1.0,1
Kike Algarra,2016,5,12,3,2.4,5
Cesar Blandon,2016,2,6,5,3.0,4
Claudia Astudillo Perez,2016,1,3,0,3.0,3
Alanna Y. Hidalgo Guzman,2016,1,1,3,1.0,1
Martin Lopez,2016,1,1,2,1.0,1
elrodrix,2016,1,1,0,1.0,1
Natalia,2017,3,4,4,1.33,2
Alberto Siurob,2017,25,40,50,1.6,3
FeRcHo,2017,18,34,21,1.89,4
اِبان ليماجي,2017,2,6,3,3.0,3
Jerónimo Díaz,2017,1,0,2,0.0,0
ras212,2017,22,34,59,1.55,6
PlayerWet,2017,6,9,6,1.5,3
Frank,2017,2,4,7,2.0,2
Geany,2017,5,4,11,0.8,1
beweb,2017,3,2,9,0.67,1
Isa Gar-Bar,2017,1,0,0,0.0,0
Juan Carlos Rocafuerte,2017,2,0,5,0.0,0
MIGUEL FUENTES LOPEZ,2017,2,2,2,1.0,1
anfeheda,2017,1,1,0,1.0,1
Alejandro Virlán Burgos,2017,1,1,0,1.0,1
Pedro Hurtado,2017,1,1,1,1.0,1
JEs,2017,1,1,1,1.0,1
Rocío,2017,1,1,7,1.0,1
Usernine,2017,1,1,2,1.0,1
Luis Eduardo Martinez Ocoro,2017,4,5,6,1.25,2
vickry,2017,2,5,6,2.5,3
Juan Manuel Palacios,2017,4,5,7,1.25,2
Edgardo_22,2017,1,1,4,1.0,1
Luis Tayupanda,2017,1,0,1,0.0,0
casaxmore,2017,1,0,2,0.0,0
Manuel Caicedo,2017,1,2,7,2.0,2
Viviana,2017,1,0,9,0.0,0
Vladimir Rincon,2017,1,1,0,1.0,1
Kuroi,2017,2,3,6,1.5,2
Raul.Sen,2017,6,6,20,1.0,2
Orlando Gabriel Vargas,2017,2,2,1,1.0,1
Diego Vargas,2017,1,1,1,1.0,1
Derek Nichols,2017,6,7,18,1.17,2
H. R.,2017,1,2,1,2.0,2
Henry Gómez,2017,1,1,0,1.0,1
CVO,2017,1,1,5,1.0,1
dogdark,2017,3,5,4,1.67,2
Miguelc94,2017,1,3,4,3.0,3
c.c,2017,2,4,10,2.0,4
Daniel Prado,2017,3,2,16,0.67,1
Hector Manuel Cabrera Villa,2017,1,1,0,1.0,1
Byron Alvarez,2017,1,0,0,0.0,0
Oscar Alonso,2017,1,1,1,1.0,1
Carlos Jaramillo Corrales,2017,1,2,0,2.0,2
JCAV,2017,1,1,3,1.0,1
user67498,2017,1,1,1,1.0,1
Marco Antonio Pulido Luna,2017,1,1,4,1.0,1
David Hidalgo Muñoz,2017,1,2,0,2.0,2
Diego Lafaye A,2018,2,3,4,1.5,2
Daniel Soto,2018,3,2,7,0.67,1
Abraham silva millan,2018,1,2,3,2.0,2
Nikolai Ivanov,2018,2,0,7,0.0,0
Bella,2018,15,22,23,1.47,4
XBoss,2018,36,34,77,0.94,2
Pato,2018,3,3,17,1.0,2
Kast,2018,1,1,0,1.0,1
Ramses Pacheco,2018,1,0,2,0.0,0
Francisco Favela,2018,1,2,1,2.0,2
Diego Azpeitia,2018,1,2,0,2.0,2
Jose Angel,2018,4,3,23,0.75,1
Dykeiichi,2018,2,2,9,1.0,1
fernando quinteros gutierrez,2018,3,3,9,1.0,1
Rikobe,2018,1,0,2,0.0,0
CodeNoob,2018,1,2,2,2.0,2
Juan David Hurtado Peñaloza,2018,2,1,11,0.5,1
JavierSanchezMSM,2018,2,1,6,0.5,1
Manuel Jesús Carrasco Carvajal,2018,1,1,3,1.0,1
Dennis,2018,2,2,3,1.0,2
nicolas garzon,2018,3,3,9,1.0,2
Wzap PepexD,2018,1,1,1,1.0,1
Omar Cabrera,2018,1,0,0,0.0,0
Laura2604,2018,4,5,20,1.25,3
Emanuel 0k,2018,1,1,0,1.0,1
Eduardo Castillo,2018,1,1,0,1.0,1
nehuen fortes,2018,1,2,1,2.0,2
Carlos Miguel Casas Sancesario,2018,2,3,6,1.5,2
Rahmen,2018,1,1,1,1.0,1
Swan Andres,2018,2,3,9,1.5,2
Artes,2018,2,1,6,0.5,1
Alondra Najera,2018,1,1,5,1.0,1
Jonathan Barrero,2018,1,2,4,2.0,2
Andres Felipe,2018,1,1,1,1.0,1
Arnaldo,2018,1,1,0,1.0,1
Lucianosainz,2018,1,2,1,2.0,2
eljuliman,2018,1,1,1,1.0,1
Victor Rojas,2018,2,0,3,0.0,0
pidiendoenUSA Saag,2018,1,3,1,3.0,3
Ricardo Sauceda Rojas,2019,7,7,4,1.0,2
Baltasar,2019,1,0,0,0.0,0
anthony correa,2019,4,7,9,1.75,3
Javier Sánchez González,2019,1,0,3,0.0,0
José Sánchez,2019,1,1,0,1.0,1
Antonio U.,2019,1,3,0,3.0,3
DevNX,2019,1,3,0,3.0,3
Roderick Diaz,2019,1,0,2,0.0,0
Moisés Ochoa,2019,3,3,6,1.0,1
Jesus Garcia,2019,1,1,0,1.0,1
Manuel Torres,2019,2,3,6,1.5,2
Jaime Garcia Lozano,2019,1,1,1,1.0,1
caudillo8,2019,1,1,2,1.0,1
Pau Sanz,2019,1,1,0,1.0,1
david,2019,3,1,13,0.33,1
Saulo,2019,1,0,2,0.0,0
C47,2019,1,1,0,1.0,1
victor castro,2019,7,8,3,1.14,2
Omar Herrera,2019,2,1,5,0.5,1
Jorge Duran,2019,2,1,5,0.5,1
Agustin Glenny,2019,1,1,1,1.0,1
Joanna,2019,1,1,6,1.0,1
andresbarrones,2019,2,1,6,0.5,1
Narkand,2019,1,0,1,0.0,0
Eneas,2019,1,1,2,1.0,1
esotelo,2019,1,0,0,0.0,0
Federico Cortina,2019,1,1,2,1.0,1
Julian F,2019,3,6,2,2.0,3
Angel Nuñez,2019,1,0,3,0.0,0
Salvador Blanco,2019,2,5,5,2.5,3
Christian Gonzalez,2019,2,2,0,1.0,1
Sergio Lossetti,2019,1,0,0,0.0,0
Arcangel Cataño,2019,6,8,10,1.33,3
Variant,2019,1,0,1,0.0,0
Deybi Tabora Paz,2019,6,8,31,1.33,3
mister_k,2019,1,1,0,1.0,1
Pacheco,2019,1,1,2,1.0,1
user136162,2019,2,2,3,1.0,1
Sparkon Vargas,2019,1,1,0,1.0,1
José Luis Gutierrez Pizango,2019,1,1,1,1.0,1
Leo Decko,2019,1,1,1,1.0,1
Cristian Andes,2019,1,1,2,1.0,1
Saul_dub,2019,1,2,0,2.0,2
Cronopio47,2019,2,2,3,1.0,1
rgmh,2019,2,2,7,1.0,2
Elias Rodriguez,2019,2,2,6,1.0,1
Nrestrepo05,2019,1,1,0,1.0,1
Donko,2019,1,1,3,1.0,1
Un Noob,2019,1,2,0,2.0,2
Yoel Duran,2019,1,1,1,1.0,1
Fernando Santiago,2020,1,1,1,1.0,1
HELMER90,2020,1,1,0,1.0,1
Juan Jose Quiroz Moreno,2020,1,0,8,0.0,0
laura,2020,3,3,7,1.0,2
Manuel Menéndez,2020,1,2,6,2.0,2
Javapowercore,2020,1,3,2,3.0,3
Carlos A. Gómez,2020,2,2,0,1.0,1
Ian Stuardo,2020,1,1,4,1.0,1
Juanperez,2020,8,8,16,1.0,2
user1635785857,2020,1,1,0,1.0,1
MrDave1999,2020,4,5,10,1.25,2
Elias Rodriguez,2020,5,4,8,0.8,1
gonzaloacosta883,2020,1,1,1,1.0,1
Julian Candamil,2020,1,1,0,1.0,1
wachin,2020,2,2,1,1.0,1
N3R0X,2020,2,3,2,1.5,2
BullT,2020,1,3,0,3.0,3
SeNTiHaDeS,2020,3,4,2,1.33,2
Luis Alejandro Henriquez,2020,1,0,11,0.0,0
Lafayette,2020,2,1,3,0.5,1
Estuardo Monterroso,2020,1,1,0,1.0,1
ezequiel elias,2020,4,3,6,0.75,1
Sebastian Avila,2020,1,1,3,1.0,1
ABC,2020,12,12,31,1.0,3
Maiki,2020,1,1,4,1.0,1
Camilo Andres Quiroga,2020,5,6,17,1.2,2
Barnyard,2020,2,2,2,1.0,1
Nacho IS,2020,1,2,0,2.0,2
Tomas Moral,2020,1,1,0,1.0,1
Coco,2020,1,0,2,0.0,0
Jimy Aguasviva,2020,2,3,3,1.5,2
NullByte,2020,1,1,3,1.0,1
Jay,2020,1,0,2,0.0,0
Cesar Benavides,2020,1,1,0,1.0,1
jose luis sanchez garcia,2020,1,1,1,1.0,1
Khalil,2020,1,0,3,0.0,0
miguel,2020,2,2,11,1.0,2
luis alberto camargo ortega,2020,1,1,1,1.0,1
thecesaroswing619,2020,9,11,20,1.22,3
bladi,2020,8,10,9,1.25,3
iohan sandoval,2020,1,1,2,1.0,1
Raúl Avila Catalá,2020,1,0,0,0.0,0
Oscar Alonso,2020,3,2,13,0.67,2
edusito87,2020,1,1,1,1.0,1
JRodrigo Ortiz,2020,1,0,0,0.0,0
Ricardo Torres Flores,2020,1,0,0,0.0,0
root0x,2020,2,2,3,1.0,1
Fernando Sanhueza,2020,1,0,2,0.0,0
user206700,2020,1,0,2,0.0,0
har_0x_k,2021,4,3,11,0.75,1
d_a _h_p,2021,1,1,0,1.0,1
Agustin Coronel,2021,11,2,41,0.18,1
Pedro,2021,11,17,15,1.55,3
Cake,2021,1,2,3,2.0,2
RBenet,2021,3,4,0,1.33,2
Christian_Corti05,2021,1,2,0,2.0,2
wilbert palacios,2021,11,8,50,0.73,1
Fernando Saldarriaga Gomez,2021,1,2,1,2.0,2
Iván de Lucas Rogero,2021,3,3,3,1.0,1
Speranza,2021,1,0,0,0.0,0
Adan Martínez,2021,1,1,2,1.0,1
Denzel Amador,2021,1,2,5,2.0,2
Thuggee8,2021,1,0,2,0.0,0
user213847,2021,1,2,2,2.0,2
StephanieRM,2021,12,8,85,0.67,2
Julian Doomd,2021,1,1,2,1.0,1
TheBiggerSensei,2021,6,5,8,0.83,2
Jeferson Manuel Castillo Lara,2021,1,1,1,1.0,1
Mrnew,2021,21,21,49,1.0,2
Sergio Orellana,2021,1,2,0,2.0,2
MrHakle,2021,4,1,9,0.25,1
jose barrantes,2021,1,2,0,2.0,2
Oscar Gil,2021,1,0,0,0.0,0
Bennacer,2021,3,4,1,1.33,2
Joel Baez,2021,2,1,2,0.5,1
Gabriela Facio,2021,1,1,2,1.0,1
Aaron  Parodi Paez,2021,3,3,7,1.0,3
Kuroyami,2021,1,0,2,0.0,0
Dario B.,2021,3,5,5,1.67,2
Andrés Puello,2021,1,1,3,1.0,1
rolex92,2021,1,2,2,2.0,2
Hunk87,2021,1,1,0,1.0,1
Hallen,2021,4,4,16,1.0,2
sebastian martinez arbelaez,2021,1,1,0,1.0,1
Dinn09,2021,1,1,1,1.0,1
Edmundo García,2021,2,3,17,1.5,3
Rodrigo Espinosa,2021,3,3,12,1.0,1
Adrius,2021,2,0,6,0.0,0
rodribert,2021,1,0,5,0.0,0
OwOscarxD,2021,3,7,4,2.33,3
FGMN,2021,1,0,2,0.0,0
Michelle Torres,2021,1,1,8,1.0,1
Carlos20,2021,3,2,4,0.67,1
juan José,2021,2,6,9,3.0,4
Eduardo Morel,2021,1,1,0,1.0,1
Xavi,2021,1,3,5,3.0,3
Elena Ortega,2021,1,0,2,0.0,0
Luis Manuel,2021,1,1,3,1.0,1
NoireJormundgander,2021,1,1,5,1.0,1
E. Barney,2021,1,0,3,0.0,0
Jordi Flores,2021,1,1,2,1.0,1
Héctor Lapaz Sanchis,2022,1,3,0,3.0,3
Christiangm,2022,1,1,0,1.0,1
juangabriel17,2022,1,1,3,1.0,1
Luis,2022,74,60,149,0.81,2
Israel Antonio,2022,5,3,14,0.6,1
unamigomas,2022,1,1,1,1.0,1
Sionach,2022,1,0,5,0.0,0
Juan Camilo Aldana,2022,1,1,1,1.0,1
José VZS,2022,1,0,4,0.0,0
Z_SnakeSilent Area 51,2022,3,2,14,0.67,1
D1618,2022,6,5,34,0.83,2
Jorgelt RTrujillo,2022,1,2,4,2.0,2
Erick de la Cruz,2022,3,5,1,1.67,2
amangus,2022,1,2,0,2.0,2
Ruslan,2022,1,2,2,2.0,2
user273472,2022,1,1,0,1.0,1
Om Tav,2022,1,1,0,1.0,1
Scott,2022,2,3,5,1.5,2
Unity Programer,2022,1,1,0,1.0,1
Leonardo Montes,2022,2,0,0,0.0,0
LastDuck,2022,3,3,2,1.0,1
joselo,2022,1,0,4,0.0,0
Blanca Carreño,2022,7,5,36,0.71,1
Alexstv001,2022,1,0,4,0.0,0
Alejandro Vecca,2022,1,0,4,0.0,0
Imad,2022,2,1,2,0.5,1
Joshua Rivera,2022,1,1,0,1.0,1
Alejandro Avila,2022,1,1,1,1.0,1
Jose Cle,2022,2,2,2,1.0,1
AngelOfDead,2022,1,1,2,1.0,1
Markituss,2022,2,1,3,0.5,1
Sebastian Baccon,2022,1,1,1,1.0,1
ManuJeje,2022,1,0,3,0.0,0
Camilo Amin,2022,2,0,3,0.0,0
ARm,2022,1,0,2,0.0,0
Abraham Escarrá,2022,1,0,2,0.0,0
Gormm1980,2022,2,2,6,1.0,1
Astrid C.,2022,1,0,2,0.0,0
memezhukulento,2022,1,1,2,1.0,1
Jesús Prieto,2022,21,23,44,1.1,3
Javidospina,2022,1,1,2,1.0,1
cristhian david santamaria leo,2022,1,1,3,1.0,1
Shauny,2022,3,3,5,1.0,1
gimbo987,2022,1,1,1,1.0,1
UserZero,2022,1,1,5,1.0,1
Julian F,2022,1,2,3,2.0,2
user97805,2023,5,6,4,1.2,2
CLT,2023,2,1,0,0.5,1
ALDO56,2023,5,3,12,0.6,2
Joaquin Hurtado,2023,1,0,2,0.0,0
Sotorius,2023,1,2,2,2.0,2
davidddp,2023,1,2,0,2.0,2
Sebastian Felo,2023,1,0,1,0.0,0
Jaime Mateus,2023,2,1,2,0.5,1
GianMatty,2023,1,1,0,1.0,1
Andres Vera,2023,1,0,1,0.0,0
Moises Rodriguez,2023,1,0,2,0.0,0
Ronald Retana,2023,2,1,3,0.5,1
Luis Carlos Castro,2023,1,0,1,0.0,0
JustHarlys,2023,1,1,2,1.0,1
Leover García,2023,1,0,3,0.0,0
Jaume Alcántara,2023,1,1,2,1.0,1
Marcos Lopez,2023,1,0,0,0.0,0
Leila Michelle Ramírez Hurtado,2023,5,6,13,1.2,2
Xavier Vergara,2023,1,1,1,1.0,1
cmarrero,2023,1,0,2,0.0,0
Josh GT,2023,1,0,2,0.0,0
javi009,2023,1,0,0,0.0,0
lucastw1,2023,1,0,2,0.0,0
Lenny Ramon Sanchez Martinez,2023,1,1,1,1.0,1
accnono,2017,1,3,0,3.0,3
Ricardo Valle,2018,1,0,4,0.0,0
user103194,2019,1,2,0,2.0,2
Carlos Blanco,2019,1,2,3,2.0,2
Jc Cabrera,2019,1,1,2,1.0,1
Romeo,2019,1,1,1,1.0,1
JotaStar,2019,1,1,0,1.0,1
José María Vela Vargas,2019,1,1,1,1.0,1
Eduardo,2020,18,27,44,1.5,4
JDanielSolisV,2020,33,31,64,0.94,2
Jeid Soto,2020,2,4,3,2.0,2
Aldo Granados,2020,2,3,5,1.5,2
Tomás Sepúlveda,2020,2,2,0,1.0,1
BrodaCode,2020,2,1,7,0.5,1
Ivan Fontalvo,2020,1,1,2,1.0,1
Tadiu,2020,1,1,2,1.0,1
jesus fernandez,2020,2,2,0,1.0,1
dcr,2020,1,0,2,0.0,0
Jefferson Chauca,2021,1,0,2,0.0,0
esteban garcia,2021,1,0,2,0.0,0
Alexander Hernandez,2021,1,1,2,1.0,1
Duver robayo,2021,2,2,6,1.0,1
Luis Eduardo R.R,2021,1,1,2,1.0,1
user62580,2021,1,0,3,0.0,0
user323111,2021,2,2,5,1.0,1
enzoSperoni,2022,1,1,3,1.0,1
Alejandro Magnun,2022,3,2,0,0.67,1
Derek,2022,1,1,3,1.0,1
Moe Zamora Pacheco,2022,1,1,3,1.0,1
Darwin UM,2022,5,4,5,0.8,1
Erik,2022,7,3,20,0.43,1
Xavier Bisbe Serra,2022,1,2,3,2.0,2
Serantes,2022,2,3,0,1.5,2
Aaron Mateos,2022,1,0,0,0.0,0
informática y mas,2022,1,1,0,1.0,1
felix,2022,1,0,10,0.0,0
Erick Miranda,2022,1,0,4,0.0,0
Fernando Cedeño,2022,1,0,7,0.0,0
Candela Ávila,2022,1,1,2,1.0,1
Elias VG,2022,1,1,1,1.0,1
Law,2022,1,0,3,0.0,0
mightbeanissue,2022,1,2,1,2.0,2
Andres Rodriguez,2022,1,1,0,1.0,1
George Esper,2022,1,0,2,0.0,0
reivin bonshueder,2022,1,1,3,1.0,1
Francisco Celi,2023,1,0,0,0.0,0
a_dev,2023,1,2,0,2.0,2
Ivan Mauricio Marin Lombo,2023,3,3,4,1.0,2
Ger,2023,1,1,0,1.0,1
Nicolás Galarza,2023,2,1,2,0.5,1
Bipro Bipro,2023,1,0,4,0.0,0
albertolg89,2023,9,8,19,0.89,3
sebastian beron,2023,1,0,0,0.0,0
Sebastiangperez,2023,1,0,0,0.0,0
Aitor Martinez,2023,3,3,9,1.0,3
Isaac hernandez,2023,1,0,2,0.0,0
Agustin Iren,2023,1,0,2,0.0,0
PabloXD,2023,4,3,6,0.75,2
Juan Rivas Sitzmann,2023,1,0,1,0.0,0
Alvaro Montoro,2023,1,1,0,1.0,1
Raúl Cede,2023,1,1,0,1.0,1
Agustin N. R. Ramirez,2015,1,2,1,2.0,2
Sandydowns,2016,1,0,7,0.0,0
Néstor,2016,2,3,10,1.5,2
yesica,2016,2,6,11,3.0,4
MIGUEL LOPEZ ARIZA,2016,1,2,1,2.0,2
Gerardo Figueroa,2016,1,1,1,1.0,1
Raul,2016,1,4,2,4.0,4
diego,2016,1,1,0,1.0,1
Angélica Garcia Pedraza,2016,1,1,0,1.0,1
Anahi Rosas Trejo,2016,2,2,1,1.0,1
jeison0323,2016,1,2,3,2.0,2
Taimander,2016,1,1,0,1.0,1
Gerry,2016,1,1,2,1.0,1
Cougar92,2016,1,1,0,1.0,1
Kiko,2016,1,1,2,1.0,1
user18452,2016,1,1,1,1.0,1
Joel,2016,1,0,1,0.0,0
Geovanny Rios,2016,1,4,2,4.0,4
Guillermo Acosta,2016,1,0,3,0.0,0
mohamet monte,2016,1,2,2,2.0,2
Brandon Ramsel Vite,2016,2,3,8,1.5,2
Odnumi Oilgav,2016,1,3,4,3.0,3
juandej18,2016,1,1,0,1.0,1
user14866,2016,1,2,7,2.0,2
felix0000,2016,1,0,6,0.0,0
Christ SC,2016,1,1,1,1.0,1
mariano,2017,4,4,14,1.0,2
fedorqui,2017,19,26,21,1.37,4
Alberto,2017,15,15,8,1.0,2
Javier Russell Richards Valenz,2017,4,8,19,2.0,4
Bryan Figueroa,2017,2,5,13,2.5,3
Dei_TeoEstudio,2017,1,1,1,1.0,1
MatiasFM89,2017,1,2,0,2.0,2
Sergio Ramos,2017,46,57,105,1.24,3
Maurikius,2017,6,9,7,1.5,3
Yehudy,2017,1,1,3,1.0,1
JG_GJ,2017,20,23,38,1.15,3
Pablo Cripting Step,2017,1,1,5,1.0,1
tseres,2017,1,0,2,0.0,0
Istari,2017,3,4,4,1.33,2
Gerardo Martínez,2017,2,2,2,1.0,1
Genl,2017,1,1,0,1.0,1
Lili,2017,1,1,1,1.0,1
RodLeo,2017,1,2,3,2.0,2
varo_pere,2017,1,0,3,0.0,0
ANDRES FERNANDO MARTINEZ VALEN,2017,1,2,1,2.0,2
Rodriguez Martinez Alfredo,2017,1,1,1,1.0,1
Her Asd,2017,1,1,20,1.0,1
M. Blonde,2017,1,0,7,0.0,0
Daniel Peñaloza,2017,1,1,5,1.0,1
rodrigo sauceda,2017,3,3,4,1.0,1
Juan Carlos González López,2017,1,1,7,1.0,1
user48822,2017,1,1,2,1.0,1
Venganza,2017,1,1,2,1.0,1
alexis almaran,2017,3,8,3,2.67,6
Jorge Rey,2017,1,0,0,0.0,0
Azum,2017,1,2,2,2.0,2
Masterweed,2017,1,2,2,2.0,2
jean,2017,1,1,1,1.0,1
BeniGls,2017,1,2,1,2.0,2
DaVid Roa,2017,3,6,12,2.0,3
Anderson R,2017,1,0,4,0.0,0
Crisheld,2017,1,2,2,2.0,2
cesar,2017,1,1,2,1.0,1
Faju,2017,6,7,0,1.17,2
jcardonan,2017,3,6,1,2.0,2
Julio,2017,1,0,6,0.0,0
jveliz,2017,1,3,11,3.0,3
Diego_Esquivel,2017,1,1,0,1.0,1
Brenda Meneses Alvarez,2018,2,3,1,1.5,2
michi,2018,2,2,2,1.0,1
tonydelalg,2018,1,0,5,0.0,0
Adrian Hernando Solanas,2018,20,20,69,1.0,4
David Leonardo Andrade Bolaños,2018,1,1,3,1.0,1
Mauro,2018,8,7,16,0.88,1
Adri404,2018,1,1,0,1.0,1
Erick Medina,2018,2,3,3,1.5,2
Sergio García,2018,2,2,10,1.0,1
A arancibia,2018,9,11,15,1.22,3
Miguel Las Heras,2018,2,2,0,1.0,1
Alejandro Fandiño,2018,1,1,1,1.0,1
CesarVaz,2018,1,2,1,2.0,2
Sempinternal Junior,2018,13,24,12,1.85,3
Walter,2018,2,2,2,1.0,1
